Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,BRECKENRIDGE GARAGE 05,80 North Park Ave,,Breckenridge,CO,80424,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.483598,-106.048087,2023-09-28,200659,2023-09-28 00:52:29 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BRECKENRIDGE GARAGE 06,80 North Park Ave,,Breckenridge,CO,80424,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.483598,-106.047872,2023-09-28,200660,2023-09-28 00:52:29 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BRECKENRIDGE GARAGE 08,80 North Park Avenue,,Breckenridge,CO,80424,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.483583,-106.047887,2023-09-28,200661,2023-09-28 00:52:30 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BRECKENRIDGE GARAGE 09,80 North Park Avenue,,Breckenridge,CO,80424,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.483606,-106.047933,2023-09-28,200662,2023-09-28 00:52:30 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BRECKENRIDGE GARAGE 10,80 North Park Avenue,,Breckenridge,CO,80424,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.483598,-106.047946,2023-09-28,200663,2023-09-28 00:52:30 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BRECKENRIDGE GARAGE 11,80 North Park Avenue,,Breckenridge,CO,80424,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.48362,-106.047876,2023-09-28,200664,2023-09-28 00:52:30 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BRECKENRIDGE GARAGE 12,80 North Park Avenue,,Breckenridge,CO,80424,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.483577,-106.04793,2023-09-28,200665,2023-09-28 00:52:30 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BRECKENRIDGE GARAGE 01,80 North Park Avenue,,Breckenridge,CO,80424,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.483598,-106.04758,2023-09-28,200666,2023-09-28 00:52:30 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BRECKENRIDGE GARAGE 02,80 North Park Avenue,,Breckenridge,CO,80424,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.483587,-106.047553,2023-09-28,200667,2023-09-28 00:52:30 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,1601WEWATTA P2LEFT,1601 Wewatta St,,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.753798,-105.002661,2023-09-28,200677,2023-09-28 00:52:32 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,1601WEWATTA P2RIGHT,1601 Wewatta St,,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.753813,-105.00273,2023-09-28,200678,2023-09-28 00:52:33 UTC,,,,2021-11-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,GRAND LAKE DCFC 1,1029 Park Ave,,Grand Lake,CO,80447,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.252214,-105.818239,2023-09-28,200746,2023-09-28 00:52:32 UTC,,,,2021-11-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,GRAND LAKE DCFC 2,1029 Park Ave,,Grand Lake,CO,80447,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.252214,-105.818185,2023-09-28,200747,2023-09-28 00:52:32 UTC,,,,2021-11-09,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Clear Creek County Clinic,1969 Miner Street,,Idaho Springs,CO,80452,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,39.741701,-105.512257,2023-09-27,200868,2023-09-27 23:58:40 UTC,,,,2021-11-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,"Macerich Twenty Ninth Street Mall (Boulder, CO)",1776 29th St,,Boulder,CO,80301,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.01844,-105.25708,2023-09-28,200950,2023-09-28 01:17:17 UTC,,,,2021-11-10,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CITY OF ASPEN CITY HALL,415 Rio Grande Pl,,Aspen,CO,81611,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.191855,-106.818515,2023-09-28,201074,2023-09-28 00:52:30 UTC,,,,2021-11-13,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
E85,Kum & Go #643,3802 N Nevada Ave,,Colorado Springs,CO,80907,,720-734-2004,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,38.886399,-104.81993,2023-03-08,201136,2023-03-08 17:16:33 UTC,P,,,2020-10-29,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,,
E85,Kum & Go #661,3525 Spectrum Air Way,,Colorado Springs,CO,80911,,720-262-7570,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,GPS,38.7807247506958,-104.7233377645569,2023-03-08,201137,2023-03-08 17:16:33 UTC,P,,,2021-03-11,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,,
E85,Kum & Go #697,361 N Union Blvd,,Colorado Springs,CO,80909,,719-370-3170,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,GPS,38.83846470341336,-104.7940670674591,2023-03-08,201139,2023-03-08 17:16:33 UTC,P,,,2021-09-16,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,,
E85,Kum & Go #1904,230 West Jefferson Ave,,Hayden,CO,81639,,970-276-7246,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,GPS,40.49508800000002,-107.2590024907379,2023-03-08,201145,2023-03-08 17:16:33 UTC,P,,,2019-12-19,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,,
E85,Kum & Go #2303,3253 S Parker Rd,,Denver,CO,80014,,720-647-5228,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,39.658762,-104.850062,2023-03-08,201146,2023-03-08 17:16:33 UTC,P,,,2020-11-19,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,,
E85,Kum & Go #2306,14725 W 84th Pl,,Arvada,CO,80005,,719-895-1130,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,GPS,39.84881846962976,-105.1647453426056,2023-03-08,201147,2023-03-08 17:16:33 UTC,P,,,2021-05-20,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,,
E85,Kum & Go #2310,3432 Clear Creek Dr,,Wheat Ridge,CO,80401,,720-619-9265,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,GPS,39.76498536501744,-105.1439002273712,2023-03-08,201148,2023-03-08 17:16:33 UTC,P,,,2021-02-18,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,,
E85,Kum & Go #2312,2700 S Havana St,,Aurora,CO,80014,,720-492-1410,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,39.667106,-104.865468,2023-03-08,201149,2023-03-08 17:16:33 UTC,P,,,2021-01-28,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,,
E85,Kum & Go #2315,7995 Sheridan Blvd,,Arvada,CO,80003,,720-696-9676,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,39.841334,-105.0539,2023-03-08,201150,2023-03-08 17:16:33 UTC,P,,,2020-12-17,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,,
ELEC,Mountain Village Gondola Parking Garage - Tesla Supercharger,455 Mountain Village Blvd,,Mountain Village,CO,81435,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,37.9333253,-107.8546008,2023-07-01,201303,2023-07-14 19:41:28 UTC,P,,,2021-11-09,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,UNICO STATION 1,1512 Larimer St,,Denver,CO,80202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.748583,-104.997945,2023-09-28,201350,2023-09-28 00:09:25 UTC,,,,2021-11-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PREMIER HOTELS SPRINGHILL 1,77 Mercury Village Dr,,Durango,CO,81301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.23813,-107.869496,2023-09-28,201445,2023-09-28 00:38:40 UTC,,,,2021-11-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,EVIVA CHEROKEE EVIVA ST1,1250 S Cherokee St,,Denver,CO,80223,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.693806,-104.99102,2023-09-28,201490,2023-09-28 00:23:09 UTC,,,,2021-11-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AURARIA DOGWOOD 1,699 Walnut St,,Denver,CO,80204,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.744553,-105.00871,2023-09-28,201568,2023-09-28 00:53:02 UTC,,,,2021-11-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CCD CHARGING CARLA MADISON,2448 E 16th Ave,,Denver,CO,80206,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.741493,-104.958145,2023-09-28,201597,2023-09-28 00:52:54 UTC,,,,2021-11-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"Kroger King Soopers 114 (Commerce City, CO)",15051 E 104th Ave,,Commerce City,CO,80022,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.88749,-104.813,2023-09-28,201840,2023-09-28 01:16:36 UTC,,,,2021-12-01,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SKY KIVA VILLAGE,7950 County Rd G,,Cortez,CO,81321,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.33343,-108.956037,2023-09-28,201903,2023-09-28 00:53:03 UTC,,,,2021-12-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CENTURYFREMONT BUILDING 1 SIDE,460 E Fremont Pl,,Littleton,CO,80122,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.58348,-104.98412,2023-09-28,201962,2023-09-28 00:47:57 UTC,,,,2021-12-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STEAMBOAT SPR RODEO 3,401 Howelsen Pkwy,,Steamboat Springs,CO,80487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.482256,-106.832452,2023-09-28,201988,2023-09-28 00:53:15 UTC,,,,2021-12-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STEAMBOAT SPR RODEO 2,401 Howelsen Pkwy,,Steamboat Springs,CO,80487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.482011,-106.83232,2023-09-28,201989,2023-09-28 00:53:15 UTC,,,,2021-12-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STEAMBOAT SPR RODEO 1,401 Howelsen Pkwy,,Steamboat Springs,CO,80487,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.481846,-106.832308,2023-09-28,201990,2023-09-28 00:53:15 UTC,,,,2021-12-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BOULDER VALMONT ST1,5333 Valmont Rd,,Boulder,CO,80301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.02979,-105.22978,2023-09-28,202042,2023-09-28 00:53:17 UTC,,,,2021-12-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BOULDER VALMONT ST2,5333 Valmont Rd,,Boulder,CO,80301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.02979,-105.22981,2023-09-28,202043,2023-09-28 00:53:17 UTC,,,,2021-12-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SPRINGS UTIL MESA 01,2855 Mesa Rd,,Colorado Springs,CO,80904,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.872388,-104.863221,2023-09-28,202075,2023-09-28 00:32:11 UTC,,,,2021-12-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TOWN OF AVON E BENCHMARK L2,220 E. Benchmark RD,,Avon,CO,81620,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.633241,-106.52077,2023-09-28,202146,2023-09-28 00:53:17 UTC,,,,2021-12-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,GARAGE I LOT CT,1701 Arapahoe St,,Golden,CO,80401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.750324,-105.218994,2023-09-28,202260,2023-09-28 00:53:26 UTC,,,,2021-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LOVELAND PUBWKS PWA CHARGER 2,2525 W 1st St,,Loveland,CO,80537,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.39347,-105.11205,2023-09-28,202407,2023-09-28 00:50:40 UTC,,,,2021-12-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"7-ELEVEN, INC. 38351 CMRCE DC4",15200 E 120th Ave,,Commerce City,CO,80022,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.914063,-104.809666,2023-09-28,202423,2023-09-28 00:53:24 UTC,,,,2021-12-11,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"7-ELEVEN, INC. 38351 CMRCE DC1",15200 E 120th Ave,,Commerce City,CO,80022,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.914057,-104.809494,2023-09-28,202424,2023-09-28 00:53:24 UTC,,,,2021-12-11,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"7-ELEVEN, INC. 38351 CMRCE DC2",15200 E 120th Ave,,Commerce City,CO,80022,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.914061,-104.809565,2023-09-28,202426,2023-09-28 00:53:24 UTC,,,,2021-12-11,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"7-ELEVEN, INC. 38351 CMRCE DC3",15200 E 120th Ave,,Commerce City,CO,80022,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.914064,-104.80964,2023-09-28,202428,2023-09-28 00:53:25 UTC,,,,2021-12-11,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BERTHOUD REC CT4021 STATION,1000 Berthoud Pkwy,,Berthoud,CO,80513,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.311624,-105.091858,2023-09-28,202526,2023-09-28 00:52:08 UTC,,,,2021-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MMVW CHARGER CPF50 SHOP,1580 Auto Mall Loop,,Colorado Springs,CO,80920,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.952847,-104.79412,2023-09-28,202663,2023-09-28 00:48:07 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MMVW CHARGER CPF50 OUTSIDE,1580 Auto Mall Loop,,Colorado Springs,CO,80920,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.952847,-104.79409,2023-09-28,202664,2023-09-28 00:48:07 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MMVW CHARGER DC WALLBOX,1580 Auto Mall Loop,,Colorado Springs,CO,80920,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.953045,-104.79413,2023-09-28,202675,2023-09-28 00:50:49 UTC,,,,2021-12-16,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BVSD EDC MAIN WEST,6500 Arapahoe Rd,,Boulder,CO,80303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.013638,-105.20181,2023-09-28,202712,2023-09-28 00:43:57 UTC,,,,2021-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SUMMIT HOTEL EVC 1,177 Meraly Way,,Silverthorne,CO,80498,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.62633,-106.065395,2023-09-28,202743,2023-09-28 00:53:32 UTC,,,,2021-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SUMMIT HOTEL EVC 2,177 Meraly Way,,Silverthorne,CO,80498,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.626394,-106.065429,2023-09-28,202744,2023-09-28 00:53:32 UTC,,,,2021-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SUMMIT HOTEL EVC 3,177 Meraly Way,,Silverthorne,CO,80498,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.626436,-106.065485,2023-09-28,202745,2023-09-28 00:53:32 UTC,,,,2021-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LOT 3 TOSV HOUSING,924 Hawk Ridge Ln,,Snowmass Village,CO,81615,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.210583,-106.955593,2023-09-28,202857,2023-09-28 00:53:24 UTC,,,,2021-12-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ODELLS AKRON YW LV2 ST1,276 E 1st St,,Akron,CO,80720,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.158756,-103.210625,2023-09-28,202900,2023-09-28 00:51:26 UTC,,,,2021-12-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ARC 470 (8744),8744 Lucent Blvd,Located on the east side of 8744 Lucent Blvd.,Highlands Ranch,CO,80129,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,39.5577328,-105.0021582,2023-09-28,202990,2023-09-28 00:07:28 UTC,,,,2021-07-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$3.00/Hr Variable Parking Fee, $0.30/kWh Energy Fee",,,,,,,,,,,,,,,,,,,false
ELEC,XROADSHYUNDAI SALES 1,3870 Byrd Dr,,Loveland,CO,80538,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.43158,-104.99485,2023-09-28,203089,2023-09-28 00:53:51 UTC,,,,2021-12-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,XROADSHYUNDAI SERVICE,3870 Byrd Dr,,Loveland,CO,80538,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.431136,-104.994852,2023-09-28,203091,2023-09-28 00:53:52 UTC,,,,2021-12-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Bread Bar,1010 Main St,,Silver Plume,CO,80476,,,E,,Public,24 hours daily,A ACCOUNT_BALANCE CREDIT D Debit M V,,,,,2,,,EVMATCH,https://www.evmatch.com,GPS,39.6970644,-105.7240346,2023-09-14,203158,2023-09-14 14:01:49 UTC,P,,,2021-10-29,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,$0.23 per kWh,,,,,,,,,,false,,,,,,,,LD,false
ELEC,BERTHOUD REC CPE250,1000 Berthoud Pkwy,,Berthoud,CO,80513,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.311796,-105.091856,2023-09-28,203340,2023-09-28 00:52:09 UTC,,,,2021-12-31,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PLUG IN ERIE ECP SOUTH,400 Powers St,,Erie,CO,80516,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.04013,-105.05088,2023-09-28,203352,2023-09-28 00:53:55 UTC,,,,2021-12-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Highlands Ranch Hospital,1500 Park Central Drive,,Highlands Ranch,CO,80129,,800-663-5633,E,,Public,24 hours daily,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,39.5524624,-105.0061166,2023-09-28,203358,2023-09-28 00:06:52 UTC,,,,2012-03-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,LOT 3 #2,250 Carriage Way,,Snowmass Village,CO,81615,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.208684,-106.953853,2023-09-28,204302,2023-09-28 00:52:27 UTC,,,,2022-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
